Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.json.junit.PropertyTest.shouldHandleNullProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,6,,,4,3,4,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.67",1,1,1,1
Public Method,"org.json.junit.PropertyTest.shouldHandleProperties",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,,,,3,,,,21,,,4,18,3,,,,7,1,0,13,14,3,,,13,,,1,1,1,1,0,,,,,0,,0,0,,,"0.14",1,1,1,1
Public Class,"org.json.junit.Util",3,3,4,1,19,0,12,6,1,8,2,0,,9,0,,,,0,0,,,,9,21,0,1,0,8,,189,,,,9,,,,118,,,33,76,62,,,,,,,45,80,34,,,58,,,,,,,,6,6,7,1,,1,2,,0,0,"0.53",31,31,36,9
Public Static Method,"org.json.junit.Util.checkJSONArrayMaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,24,,,,0,,,,19,,,5,13,5,,,,6,9,1,8,14,5,,,11,,,6,6,6,1,2,,,,,0,,2,0,,,"0.26",6,6,6,1
Public Static Method,"org.json.junit.Util.checkJSONArrayMaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,,,,0,,,,5,,,1,2,5,,,,1,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,"1.00",2,2,2,1
Public Static Method,"org.json.junit.Util.checkJSONArraysMaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,,,0,,,,11,,,2,6,4,,,,4,4,1,3,8,3,,,6,,,4,4,5,1,1,,,,,0,,2,0,,,"0.36",4,4,5,1
Public Static Method,"org.json.junit.Util.checkJSONObjectMaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,9,,,,0,,,,5,,,1,2,4,,,,2,2,0,1,3,1,,,2,,,2,2,2,1,0,,,,,0,,1,0,,,"0.80",2,2,2,1
Public Static Method,"org.json.junit.Util.checkJSONObjectMaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,0,,,,17,,,5,12,5,,,,6,8,1,8,14,6,,,10,,,5,5,5,1,1,,,,,0,,2,0,,,"0.29",5,5,5,1
Public Static Method,"org.json.junit.Util.checkJSONObjectsMaps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,16,,,,0,,,,12,,,2,7,4,,,,5,4,1,4,9,3,,,7,,,4,4,5,1,1,,,,,0,,2,0,,,"0.33",4,4,5,1
Public Static Method,"org.json.junit.Util.compareActualVsExpectedJsonArrays",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,,,,0,,,,10,,,4,6,6,,,,4,2,0,6,8,4,,,6,,,2,2,2,1,0,,,,,0,,1,0,,,"0.60",2,2,2,1
Public Static Method,"org.json.junit.Util.compareActualVsExpectedJsonObjects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,18,,,,0,,,,12,,,6,8,6,,,,7,2,0,6,8,5,,,7,,,2,2,2,1,0,,,,,0,,1,0,,,"0.50",2,2,2,1
Private Static Method,"org.json.junit.Util.compareActualVsExpectedObjects",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,43,,,,0,,,,25,,,6,20,18,,,,6,4,1,8,12,5,,,7,,,4,4,7,1,2,,,,,0,,2,0,,,"0.72",4,4,7,1
Public Class,"org.json.junit.XMLConfigurationTest",1,1,1,1,26,1,19,5,1,26,10,0,,0,0,,,,40,1,,,,40,52,0,3,0,37,,1125,,,,105,,,,792,,,301,616,242,,,,,,,327,378,190,,,285,,,,,,,,3,3,3,1,,1,2,,97,95,"0.31",48,48,48,40
Private Method,"org.json.junit.XMLConfigurationTest.compareFileToJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,36,,,,1,,,,21,,,6,16,14,,,,11,2,0,10,14,6,,,13,,,2,2,2,1,1,,,,,0,,2,0,,,"0.67",2,2,2,1
Private Method,"org.json.junit.XMLConfigurationTest.compareReaderToJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,,,,0,,,,15,,,5,11,11,,,,7,4,1,6,9,4,,,8,,,3,3,3,1,2,,,,,0,,1,0,,,"0.73",3,3,3,1
Private Method,"org.json.junit.XMLConfigurationTest.compareStringToJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,,,,0,,,,6,,,4,3,8,,,,3,1,0,3,4,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"1.33",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.contentOperations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,169,,,,7,,,,113,,,8,109,49,,,,17,1,0,63,64,5,,,61,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,0,,,,14,,,9,10,4,,,,4,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.29",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleCommentsInXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,,,,1,,,,23,,,10,18,3,,,,5,1,0,6,7,6,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.13",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleContentArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,,,,0,,,,13,,,9,9,5,,,,6,1,0,6,7,6,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.38",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleContentNoArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,,,,0,,,,11,,,8,7,4,,,,6,1,0,6,7,6,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.36",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleEmptyArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,1,,,,14,,,9,11,3,,,,5,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.21",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleEmptyJSONXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,7,,,5,4,3,,,,4,1,0,3,4,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleEmptyMultiArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,,,,2,,,,14,,,9,11,3,,,,6,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.21",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleEmptyXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,1,,,,7,,,5,3,3,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleIllegalJSONNodeNames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,,,,3,,,,13,,,6,9,12,,,,7,1,0,8,9,4,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,"0.92",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleInvalidBangInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleInvalidBangNoCloseInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleInvalidCDATABangInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26,,,,0,,,,22,,,6,16,5,,,,6,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.23",2,2,2,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleInvalidSlashInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleMultiArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,1,,,,14,,,9,11,3,,,,6,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.21",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNestedArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,,20,,,12,16,6,,,,5,1,0,7,8,7,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.30",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNoCloseStartTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNoStartTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,,,,0,,,,20,,,9,15,5,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNonEmptyArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,1,,,,14,,,9,11,3,,,,5,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.21",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNonXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,7,,,5,3,3,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNullJSONXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,0,,,,7,,,5,4,3,,,,2,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.43",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNullNodeValue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,0,,,,10,,,6,6,9,,,,4,1,0,5,6,4,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.90",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleNullXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,0,,,,7,,,5,3,4,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.57",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleSimpleXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,40,,,,2,,,,35,,,8,29,5,,,,5,1,0,6,7,4,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"0.14",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.shouldHandleToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,,,,2,,,,29,,,13,24,5,,,,4,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.17",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,72,,,,5,,,,44,,,11,39,24,,,,11,1,0,19,20,7,,,17,,,1,1,1,1,0,,,,,0,,0,0,,,"0.55",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testContentForceList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,4,,,,15,,,11,9,0,,,,7,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testEmptyForceList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,4,,,,15,,,11,9,0,,,,7,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testEmptyTagForceList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,,,,4,,,,15,,,11,9,0,,,,7,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testLongForceList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,,,,4,,,,38,,,11,32,0,,,,7,1,0,9,10,7,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testMaxNestingDepthIsSet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,22,,,,9,,,,13,,,3,10,0,,,,3,1,0,10,11,2,,,9,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testMultipleTagForceList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39,,,,4,,,,35,,,11,29,0,,,,7,1,0,10,11,7,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testSimpleForceList",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,,,,4,,,,20,,,11,14,3,,,,7,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.15",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testToJSONArray_jsonOutput",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,,,,0,,,,8,,,6,5,3,,,,5,1,0,4,5,4,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.38",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testToJSONArray_reversibility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,,,,0,,,,9,,,6,5,3,,,,5,1,0,4,5,4,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.33",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testToJsonXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,21,,,,3,,,,14,,,8,11,4,,,,10,1,0,10,11,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.29",1,1,1,1
Public Method,"org.json.junit.XMLConfigurationTest.testUnescape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,,,,6,,,,27,,,2,24,5,,,,4,1,0,12,13,1,,,12,,,1,1,1,1,0,,,,,0,,0,0,,,"0.19",1,1,1,1
Public Class,"org.json.junit.XMLTest",1,1,1,1,23,0,18,4,1,32,11,0,,0,0,,,,51,1,,,,51,63,0,3,0,48,,1286,,,,102,,,,961,,,315,755,236,,,,,,,380,461,236,,,328,,,,,,,,5,5,5,1,,1,4,,98,94,"0.25",68,68,68,51
Private Method,"org.json.junit.XMLTest.compareFileToJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,32,,,,1,,,,21,,,6,16,10,,,,11,2,0,10,14,6,,,13,,,2,2,2,1,1,,,,,0,,2,0,,,"0.48",2,2,2,1
Private Method,"org.json.junit.XMLTest.compareReaderToJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,12,,,,0,,,,6,,,4,4,6,,,,4,1,0,4,5,4,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"1.00",1,1,1,1
Private Method,"org.json.junit.XMLTest.compareStringToJSONObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,5,,,3,3,6,,,,3,1,0,3,4,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"1.20",1,1,1,1
Public Method,"org.json.junit.XMLTest.contentOperations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,,,,7,,,,86,,,7,82,49,,,,14,1,0,63,64,5,,,61,,,1,1,1,1,0,,,,,0,,0,0,,,"0.57",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,0,,,,13,,,8,9,4,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.31",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleCommentsInXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,25,,,,1,,,,21,,,8,17,3,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.14",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleContentArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,,,,0,,,,12,,,8,8,5,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.42",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleContentNoArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,0,,,,9,,,6,6,4,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.44",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleEmptyArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,1,,,,12,,,7,9,3,,,,5,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleEmptyJSONXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,4,3,3,,,,4,1,0,3,4,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleEmptyMultiArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,1,,,,12,,,7,9,3,,,,6,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleEmptyXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,1,,,,6,,,4,3,3,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleIllegalJSONNodeNames",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27,,,,3,,,,12,,,5,8,12,,,,7,1,0,8,9,4,,,7,,,1,1,1,1,0,,,,,0,,0,0,,,"1.00",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleInvalidBangInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLTest.shouldHandleInvalidBangNoCloseInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLTest.shouldHandleInvalidCDATABangInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLTest.shouldHandleInvalidSlashInTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLTest.shouldHandleMultiArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,1,,,,12,,,7,9,3,,,,6,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleNestedArraytoString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,,,,0,,,,18,,,10,14,6,,,,4,1,0,7,8,7,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.33",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleNoCloseStartTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,,0,,,,20,,,4,15,5,,,,4,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.25",2,2,2,1
Public Method,"org.json.junit.XMLTest.shouldHandleNoStartTag",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,,,,0,,,,19,,,8,14,5,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.26",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleNonEmptyArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,,,,1,,,,12,,,7,9,3,,,,5,1,0,9,10,6,,,8,,,1,1,1,1,0,,,,,0,,0,0,,,"0.25",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleNonXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,4,3,3,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleNullJSONXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,,,,0,,,,6,,,4,3,3,,,,2,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.50",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleNullNodeValue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18,,,,0,,,,9,,,5,5,9,,,,4,1,0,5,6,4,,,4,,,1,1,1,1,0,,,,,0,,0,0,,,"1.00",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleNullXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,,,,0,,,,6,,,4,3,4,,,,3,1,0,3,4,3,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.67",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleSimpleXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,38,,,,2,,,,33,,,6,28,5,,,,3,1,0,5,6,3,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.15",1,1,1,1
Public Method,"org.json.junit.XMLTest.shouldHandleToString",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,31,,,,2,,,,26,,,10,21,5,,,,4,1,0,8,9,7,,,6,,,1,1,1,1,0,,,,,0,,0,0,,,"0.19",1,1,1,1
Public Method,"org.json.junit.XMLTest.testIndentComplicatedJsonObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,132,,,,2,,,,130,,,10,127,0,,,,5,1,0,7,8,7,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLTest.testIndentComplicatedJsonObjectWithArrayAndWithConfig",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,33,,,,0,,,,33,,,10,24,0,,,,16,9,1,17,23,10,,,17,,,5,5,5,1,1,,,,,0,,4,0,,,"0.00",5,5,5,1
Public Method,"org.json.junit.XMLTest.testIndentSimpleJsonArray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,22,,,,2,,,,20,,,10,17,0,,,,5,1,0,7,8,7,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLTest.testIndentSimpleJsonObject",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,20,,,,0,,,,20,,,10,17,0,,,,5,1,0,7,8,7,,,5,,,1,1,1,1,0,,,,,0,,0,0,,,"0.00",1,1,1,1
Public Method,"org.json.junit.XMLTest.testIssue537CaseSensitiveHexEscapeFullFile",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,0,,,,27,,,7,19,3,,,,11,5,1,11,17,6,,,14,,,4,4,4,1,1,,,,,0,,3,0,,,"0.11",4,4,4,1
Public Method,"org.json.junit.XMLTest.testIssue537CaseSensitiveHexEscapeMinimal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,,,,0,,,,11,,,8,6,3,,,,3,1,0,5,6,5,,,3,,,1,1,1,1,0,,,,,0,,0,0,,,"0.27",1,1,1,1
Public Method,"org.json.junit.XMLTest.testIssue537CaseSensitiveHexUnEscapeDirect",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,,,,1,,,,9,,,7,4,3,,,,2,1,0,4,5,4,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,"0.33",1,1,1,1
Public Method,"org.json.junit.XMLTest.testJsonToXmlEscape",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,26,,,,0,,,,20,,,6,17,6,,,,5,1,0,14,15,4,,,13,,,1,1,1,1,0,,,,,0,,0,0,,,"0.30",1,1,1,1
Public Method,"org.json.junit.XMLTest.testMaxNestingDepthIsRespectedWithValidXML",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,,,,3,,,,18,,,5,14,0,,,,6,2,0,5,7,3,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
Public Method,"org.json.junit.XMLTest.testMaxNestingDepthOf42IsRespected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,3,,,,12,,,4,8,0,,,,8,2,0,5,7,3,,,5,,,2,2,2,1,1,,,,,0,,1,0,,,"0.00",2,2,2,1
